,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company
6714,Maruti Swift Ldi,2010,400000,176062,Diesel,Individual,Manual,First Owner,Maruti
6715,Toyota Innova 2.5,2008,425000,250000,Diesel,Individual,Manual,Third Owner,Toyota
6716,Hyundai Santro LP,2003,68000,70000,Petrol,Individual,Manual,Second Owner,Hyundai
6717,Honda Amaze Anniversary,2015,509999,82000,Diesel,Individual,Manual,First Owner,Honda
6718,Hyundai i10 Era,2010,275000,80000,Petrol,Individual,Manual,First Owner,Hyundai
6719,Chevrolet Enjoy 1.3,2017,650000,40000,Diesel,Individual,Manual,Second Owner,Chevrolet
6720,Jeep Compass 2.0,2019,1850000,14000,Diesel,Individual,Manual,First Owner,Jeep
6721,Renault Duster 4x4,2014,650000,129000,Diesel,Individual,Manual,First Owner,Renault
6722,Fiat Punto EVO,2016,360000,60000,Diesel,Individual,Manual,Second Owner,Fiat
6723,Volkswagen Ameo 1.5,2018,650000,82000,Diesel,Individual,Automatic,First Owner,Volkswagen
6724,Land Rover Range,2013,2000000,77500,Diesel,Individual,Automatic,Third Owner,Land
6725,Chevrolet Enjoy 1.3,2017,675000,50000,Diesel,Individual,Manual,Second Owner,Chevrolet
6726,Maruti 800 AC,2006,50000,40000,Petrol,Individual,Manual,Third Owner,Maruti
6727,Maruti Wagon R,2017,445000,39500,Petrol,Individual,Manual,First Owner,Maruti
6728,Hyundai Elite i20,2018,750000,40000,Diesel,Individual,Manual,First Owner,Hyundai
6729,Maruti Swift VDI,2012,425000,56000,Diesel,Individual,Manual,Second Owner,Maruti
6730,Peugeot 309 GLD,1997,57000,110000,Diesel,Individual,Manual,Third Owner,Peugeot
6731,Hyundai i20 1.4,2017,850000,54000,Diesel,Individual,Manual,First Owner,Hyundai
6732,Maruti Wagon R,2016,400000,20000,Petrol,Individual,Manual,Second Owner,Maruti
6733,Tata Indica V2,2014,200000,55896,Diesel,Individual,Manual,Second Owner,Tata
6734,Honda Amaze SX,2016,550000,35000,Diesel,Individual,Manual,First Owner,Honda
6735,Honda Brio V,2012,250000,97000,Petrol,Individual,Manual,Second Owner,Honda
6736,Maruti Alto 800,2014,206000,120000,Petrol,Individual,Manual,Second Owner,Maruti
6737,Hyundai EON Magna,2014,290000,50000,Petrol,Individual,Manual,First Owner,Hyundai
6738,Tata Nano Lx,2010,45000,30400,Petrol,Individual,Manual,Fourth & Above Owner,Tata
6739,Mahindra XUV300 W8,2019,1200000,15000,Diesel,Individual,Manual,First Owner,Mahindra
6740,Nissan Sunny Diesel,2012,220000,110000,Diesel,Individual,Manual,Third Owner,Nissan
6741,Mercedes-Benz New C-Class,2008,515000,120000,Diesel,Individual,Automatic,Second Owner,Mercedes-Benz
6742,Maruti Alto LX,2010,170000,100000,Petrol,Individual,Manual,First Owner,Maruti
6743,Maruti Swift Vdi,2010,260000,120000,Diesel,Individual,Manual,Second Owner,Maruti
6744,Volkswagen Vento Diesel,2012,315000,130000,Diesel,Individual,Manual,Second Owner,Volkswagen
6745,Maruti Alto K10,2011,225000,76000,Petrol,Individual,Manual,Second Owner,Maruti
6746,Volkswagen Jetta 2.0L,2012,420000,110000,Diesel,Individual,Manual,Third Owner,Volkswagen
6747,Mahindra Scorpio VLX,2011,525000,96000,Diesel,Individual,Manual,First Owner,Mahindra
6748,Maruti Swift AMT,2018,670000,90000,Diesel,Individual,Automatic,First Owner,Maruti
6749,Nissan Sunny Diesel,2012,220000,110000,Diesel,Individual,Manual,Third Owner,Nissan
6750,Ford Figo Diesel,2013,250000,25000,Diesel,Individual,Manual,First Owner,Ford
6751,Maruti Swift Dzire,2009,229999,90000,Diesel,Individual,Manual,Second Owner,Maruti
6752,Maruti Swift Dzire,2009,229999,164000,Diesel,Individual,Manual,Second Owner,Maruti
6753,Honda Amaze EX,2013,300000,120000,Petrol,Individual,Manual,Second Owner,Honda
6754,Maruti A-Star Vxi,2010,165000,66000,Petrol,Individual,Manual,Second Owner,Maruti
6755,Tata New Safari,2010,295000,250000,Diesel,Individual,Manual,First Owner,Tata
6756,Hyundai Verna 1.6,2011,360000,157000,Diesel,Individual,Manual,Second Owner,Hyundai
6757,Hyundai Verna 1.6,2011,380000,157000,Diesel,Individual,Manual,Second Owner,Hyundai
6758,Renault KWID 1.0,2017,300000,35000,Petrol,Individual,Manual,First Owner,Renault
6759,Mahindra Scorpio 2.6,2008,320000,100000,Diesel,Individual,Manual,Second Owner,Mahindra
6760,Datsun GO Plus,2016,325000,70000,Petrol,Individual,Manual,Second Owner,Datsun
6761,Tata Manza Aqua,2010,160000,30000,Diesel,Individual,Manual,Second Owner,Tata
6762,Mahindra Bolero Power,2018,630000,40000,Diesel,Individual,Manual,First Owner,Mahindra
6763,Maruti Swift VXI,2020,600000,5000,Petrol,Individual,Manual,First Owner,Maruti
6764,Maruti Alto 800,2014,229999,30000,Petrol,Individual,Manual,Second Owner,Maruti
6765,Maruti Swift ZDi,2014,440000,70000,Diesel,Individual,Manual,Second Owner,Maruti
6766,Chevrolet Spark 1.0,2007,90000,60000,Petrol,Individual,Manual,Second Owner,Chevrolet
6767,Maruti Ciaz VDI,2017,750000,60000,Diesel,Individual,Manual,First Owner,Maruti
6768,Honda City V,2012,330000,80000,Petrol,Individual,Manual,Second Owner,Honda
6769,Maruti Ciaz ZDi,2016,715000,70000,Diesel,Individual,Manual,Second Owner,Maruti
6770,Skoda Fabia 1.2,2013,250000,150000,Diesel,Individual,Manual,Second Owner,Skoda
6771,Maruti Zen Estilo,2007,120000,150000,Petrol,Individual,Manual,Second Owner,Maruti
6772,Ford Ikon 1.6,2004,100000,25000,Petrol,Individual,Manual,Third Owner,Ford
6773,Skoda Rapid 1.5,2017,850000,35000,Diesel,Individual,Automatic,Second Owner,Skoda
6774,Hyundai Xcent 1.2,2018,450000,48000,Diesel,Individual,Manual,First Owner,Hyundai
6775,Volkswagen Polo Diesel,2012,240000,200000,Diesel,Individual,Manual,First Owner,Volkswagen
6776,Hyundai Santro GLS,2000,30000,90000,Petrol,Individual,Manual,Third Owner,Hyundai
6777,Maruti Swift Dzire,2015,600000,135000,Diesel,Individual,Manual,First Owner,Maruti
6778,Chevrolet Enjoy 1.3,2016,280000,110000,Diesel,Individual,Manual,Second Owner,Chevrolet
6779,Hyundai Verna 1.6,2012,465000,146000,Diesel,Individual,Manual,Second Owner,Hyundai
6780,Maruti Alto 800,2018,350000,44000,Petrol,Individual,Manual,First Owner,Maruti
6781,Hyundai i10 Magna,2013,325000,70000,Petrol,Individual,Manual,First Owner,Hyundai
6782,Tata Indica V2,2004,50000,271000,Diesel,Individual,Manual,First Owner,Tata
6783,Maruti Alto LXi,2006,110000,120000,Petrol,Individual,Manual,Third Owner,Maruti
6784,Tata Indigo eCS,2013,220000,80000,Diesel,Individual,Manual,First Owner,Tata
6785,Mahindra Bolero 2011-2019,2015,515000,60000,Diesel,Individual,Manual,First Owner,Mahindra
6786,Maruti Ciaz 1.4,2018,750000,40000,Petrol,Individual,Manual,First Owner,Maruti
6787,Hyundai EON Sportz,2018,350000,25000,Petrol,Individual,Manual,First Owner,Hyundai
6788,Hyundai Grand i10,2019,488999,15000,Petrol,Individual,Manual,First Owner,Hyundai
6789,Maruti Alto 800,2017,300000,27000,Petrol,Individual,Manual,First Owner,Maruti
6790,Maruti Baleno Alpha,2017,650000,35000,Diesel,Individual,Manual,Second Owner,Maruti
6791,Maruti A-Star Vxi,2014,250000,40000,Petrol,Individual,Manual,First Owner,Maruti
6792,Maruti Alto 800,2014,200000,40000,Petrol,Individual,Manual,Third Owner,Maruti
6793,Mahindra Scorpio S10,2015,950000,75262,Diesel,Individual,Manual,First Owner,Mahindra
6794,Tata Indigo eCS,2012,200000,120000,Diesel,Individual,Manual,First Owner,Tata
6795,Hyundai EON 1.0,2016,276000,60000,Petrol,Individual,Manual,First Owner,Hyundai
6796,Hyundai EON Magna,2014,250000,40000,Petrol,Individual,Manual,First Owner,Hyundai
6797,Maruti Alto LX,2008,95000,80000,Petrol,Individual,Manual,Second Owner,Maruti
6798,Tata Indigo CR4,2011,200000,70000,Diesel,Individual,Manual,Second Owner,Tata
6799,Hyundai Verna 1.6,2012,450000,100000,Diesel,Individual,Manual,Second Owner,Hyundai
6800,Mahindra XUV500 W6,2013,900000,18000,Diesel,Individual,Manual,First Owner,Mahindra
6801,Tata Indigo CS,2010,200000,175000,Diesel,Individual,Manual,First Owner,Tata
6802,Hyundai i10 Sportz,2010,200000,70000,Petrol,Individual,Manual,Second Owner,Hyundai
6803,Mahindra Bolero 2011-2019,2011,370000,91863,Diesel,Individual,Manual,Second Owner,Mahindra
6804,Tata Indigo CS,2008,250000,100000,Petrol,Individual,Manual,First Owner,Tata
6805,Renault KWID RXT,2016,290000,10000,Petrol,Individual,Manual,First Owner,Renault
6806,Maruti Ertiga SHVS,2018,900000,35000,Diesel,Individual,Manual,First Owner,Maruti
6807,Ford Figo Diesel,2013,325000,120000,Diesel,Individual,Manual,Second Owner,Ford
6808,Hyundai Grand i10,2016,425000,30000,Petrol,Individual,Manual,First Owner,Hyundai
6809,Renault KWID RXT,2016,315000,60000,Petrol,Individual,Manual,First Owner,Renault
6810,Maruti Alto K10,2014,300000,70000,Petrol,Individual,Manual,First Owner,Maruti
6811,Hyundai i10 Sportz,2013,325000,70000,Petrol,Individual,Manual,Second Owner,Hyundai
6812,Hyundai Creta 1.4,2016,900000,130000,Diesel,Individual,Manual,First Owner,Hyundai
6813,Hyundai Creta 1.4,2016,950000,133000,Diesel,Individual,Manual,First Owner,Hyundai
6814,Volkswagen Vento Diesel,2010,320000,120000,Diesel,Individual,Manual,Third Owner,Volkswagen
6815,Volkswagen Ameo 1.0,2019,500000,20000,Petrol,Individual,Manual,First Owner,Volkswagen
6816,Ford Figo Petrol,2012,290000,25000,Petrol,Individual,Manual,First Owner,Ford
6817,Tata Nano Lx,2012,60000,90000,Petrol,Individual,Manual,First Owner,Tata
6818,Maruti A-Star Vxi,2009,120000,140000,Petrol,Individual,Manual,Third Owner,Maruti
6819,Honda City i-DTEC,2017,850000,103000,Diesel,Dealer,Manual,First Owner,Honda
6820,Toyota Innova Crysta,2017,1750000,23000,Diesel,Dealer,Manual,First Owner,Toyota
6821,Honda City i,2015,600000,128000,Diesel,Dealer,Manual,First Owner,Honda
6822,Volkswagen Polo 1.5,2015,620000,33000,Diesel,Individual,Manual,First Owner,Volkswagen
6823,Maruti Alto LXi,2009,150000,70000,Petrol,Individual,Manual,Second Owner,Maruti
6824,Hyundai Santro Xing,2011,150000,40000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai
6825,Tata Indigo Grand,2008,135000,40000,Petrol,Individual,Manual,Fourth & Above Owner,Tata
6826,Tata Indica Vista,2011,200000,80000,Diesel,Individual,Manual,First Owner,Tata
6827,Maruti Ciaz ZDi,2015,730000,70000,Diesel,Individual,Manual,First Owner,Maruti
6828,Toyota Innova 2.5,2013,800000,100000,Diesel,Individual,Manual,First Owner,Toyota
6829,Mahindra Xylo E8,2009,300000,90000,Diesel,Individual,Manual,Second Owner,Mahindra
6830,Ford Figo Diesel,2012,190000,112000,Diesel,Individual,Manual,Second Owner,Ford
6831,Honda Civic 1.8,2011,350000,50000,Petrol,Individual,Manual,First Owner,Honda
6832,Hyundai Xcent 1.1,2015,509999,62000,Diesel,Individual,Manual,Second Owner,Hyundai
6833,Maruti Ertiga LDI,2012,400000,90000,Diesel,Individual,Manual,First Owner,Maruti
6834,Toyota Innova 2.5,2013,800000,80000,Diesel,Individual,Manual,First Owner,Toyota
6835,Tata Manza Club,2013,250000,50000,Diesel,Individual,Manual,First Owner,Tata
6836,Hyundai Creta 1.6,2016,930000,47552,Diesel,Individual,Manual,Second Owner,Hyundai
6837,Maruti Vitara Brezza,2016,720000,40000,Diesel,Individual,Manual,Second Owner,Maruti
6838,Ford Figo Petrol,2011,225000,15000,Petrol,Individual,Manual,First Owner,Ford
6839,Ford EcoSport 1.5,2019,950000,20000,Diesel,Individual,Manual,First Owner,Ford
6840,Hyundai i20 Active,2018,530000,52000,Petrol,Individual,Manual,First Owner,Hyundai
6841,Hyundai i20 Magna,2016,470000,70000,Petrol,Individual,Manual,First Owner,Hyundai
6842,Mahindra Bolero Power,2017,650000,110000,Diesel,Individual,Manual,First Owner,Mahindra
6843,Tata Safari Storme,2014,540000,77500,Diesel,Individual,Manual,Second Owner,Tata
6844,Maruti Swift VDI,2015,459999,100000,Diesel,Individual,Manual,Second Owner,Maruti
6845,Renault KWID RXL,2019,325000,14700,Petrol,Individual,Manual,First Owner,Renault
6846,Maruti Omni MPI,2016,240000,40000,Petrol,Individual,Manual,First Owner,Maruti
6847,Mahindra KUV 100,2017,400000,32000,Petrol,Individual,Manual,Second Owner,Mahindra
6848,Maruti Alto LXI,2004,70000,70000,Petrol,Individual,Manual,Second Owner,Maruti
6849,Maruti Swift Dzire,2009,250000,80000,Petrol,Individual,Manual,First Owner,Maruti
6850,Toyota Innova 2.5,2014,910000,80000,Diesel,Individual,Manual,Second Owner,Toyota
6851,Maruti Swift Dzire,2018,720000,25000,Diesel,Individual,Manual,First Owner,Maruti
6852,Maruti Swift Dzire,2015,590000,50000,Diesel,Individual,Manual,First Owner,Maruti
6853,Chevrolet Tavera Neo,2015,434000,120000,Diesel,Individual,Manual,First Owner,Chevrolet
6854,Mahindra Bolero DI,2006,145000,170000,Diesel,Individual,Manual,First Owner,Mahindra
6855,Mahindra KUV 100,2018,445000,19700,Petrol,Individual,Manual,First Owner,Mahindra
6856,Hyundai Santro Xing,2011,191000,70000,LPG,Individual,Manual,First Owner,Hyundai
6857,Ford Figo Aspire,2018,372000,50000,Diesel,Individual,Manual,Fourth & Above Owner,Ford
6858,Maruti Wagon R,2005,65000,90000,Petrol,Individual,Manual,Second Owner,Maruti
6859,Hyundai Santro GLS,2007,150000,60000,Petrol,Individual,Manual,Third Owner,Hyundai
6860,Ford Figo Diesel,2015,300000,140000,Diesel,Individual,Manual,First Owner,Ford
6861,Mahindra Scorpio 2.6,2003,125000,120000,Diesel,Individual,Manual,Third Owner,Mahindra
6862,Tata Tigor 1.2,2017,520000,40000,Petrol,Individual,Manual,First Owner,Tata
6863,Maruti Alto 800,2014,190000,70000,Petrol,Individual,Manual,Third Owner,Maruti
6864,Datsun RediGO 1.0,2018,310000,7000,Petrol,Individual,Manual,First Owner,Datsun
6865,Toyota Innova 2.5,2012,750000,90000,Diesel,Individual,Manual,First Owner,Toyota
6866,Mahindra TUV 300,2016,750000,110000,Diesel,Individual,Automatic,First Owner,Mahindra
6867,Maruti Alto K10,2019,350000,15000,Petrol,Individual,Manual,First Owner,Maruti
6868,Maruti Alto 800,2020,360000,5000,Petrol,Individual,Manual,First Owner,Maruti
6869,Renault KWID RXE,2017,285000,5000,Petrol,Individual,Manual,First Owner,Renault
6870,Maruti Alto 800,2013,160000,70000,Petrol,Individual,Manual,Second Owner,Maruti
6871,Datsun GO Plus,2015,229999,60000,Petrol,Individual,Manual,Second Owner,Datsun
6872,Maruti Alto LXi,2007,85000,120000,Petrol,Individual,Manual,Third Owner,Maruti
6873,Datsun RediGO 1.0,2018,300000,7000,Petrol,Individual,Manual,First Owner,Datsun
6874,Mahindra Scorpio 2009-2014,2014,675000,120000,Diesel,Individual,Manual,First Owner,Mahindra
6875,Mahindra Scorpio 2009-2014,2014,700000,145241,Diesel,Individual,Manual,First Owner,Mahindra
6876,Mahindra Scorpio 2.6,2008,400000,110000,Diesel,Individual,Manual,First Owner,Mahindra
6877,Renault KWID RXT,2016,254999,30000,Petrol,Individual,Manual,Third Owner,Renault
6878,Mahindra Scorpio S10,2015,1050000,80000,Diesel,Individual,Manual,Second Owner,Mahindra
6879,Maruti Swift Dzire,2013,390000,100000,Diesel,Individual,Manual,First Owner,Maruti
6880,Toyota Etios Liva,2015,450000,80000,Diesel,Individual,Manual,First Owner,Toyota
6881,Toyota Innova Crysta,2016,1630000,40000,Diesel,Individual,Automatic,Second Owner,Toyota
6882,Maruti Vitara Brezza,2017,725000,50000,Diesel,Individual,Manual,First Owner,Maruti
6883,Tata Safari Storme,2013,466000,95500,Diesel,Individual,Manual,Second Owner,Tata
6884,Ford Figo 1.2P,2017,370000,40000,Petrol,Individual,Manual,Second Owner,Ford
6885,Maruti Zen Estilo,2007,150000,70000,Petrol,Individual,Manual,Third Owner,Maruti
6886,Maruti Celerio ZXI,2017,483000,15000,Petrol,Individual,Manual,First Owner,Maruti
6887,Hyundai Grand i10,2016,470000,10000,Petrol,Individual,Manual,First Owner,Hyundai
6888,Maruti Vitara Brezza,2018,950000,25000,Diesel,Individual,Manual,First Owner,Maruti
6889,Hyundai Verna 1.6,2013,450000,50000,Petrol,Individual,Manual,Third Owner,Hyundai
6890,Toyota Etios VX,2011,345000,70000,Petrol,Individual,Manual,First Owner,Toyota
6891,Maruti A-Star Vxi,2009,300000,60000,Petrol,Individual,Manual,First Owner,Maruti
6892,Maruti Zen Estilo,2007,160000,74800,Petrol,Individual,Manual,Second Owner,Maruti
6893,Maruti 800 AC,2004,120000,80000,Petrol,Individual,Manual,Second Owner,Maruti
6894,Tata Zest Revotron,2020,500000,40000,Petrol,Individual,Manual,First Owner,Tata
6895,Mahindra XUV500 W9,2018,1350000,40000,Diesel,Individual,Manual,First Owner,Mahindra
6896,Hyundai Grand i10,2017,455000,50000,Diesel,Individual,Manual,First Owner,Hyundai
6897,Hyundai EON Era,2013,165000,45000,Petrol,Individual,Manual,Second Owner,Hyundai
6898,Maruti Swift VXI,2016,470000,23700,Petrol,Individual,Manual,First Owner,Maruti
6899,Maruti Swift VXI,2016,470000,23700,Petrol,Individual,Manual,First Owner,Maruti
6900,Jeep Compass 1.4,2019,1520000,10000,Petrol,Individual,Manual,First Owner,Jeep
6901,Maruti Alto K10,2014,229999,53473,Petrol,Individual,Manual,First Owner,Maruti
6902,Mahindra Bolero 2011-2019,2011,250000,100000,Diesel,Individual,Manual,Second Owner,Mahindra
6903,Mahindra XUV500 W10,2016,1350000,25000,Diesel,Individual,Manual,First Owner,Mahindra
6904,Hyundai Santro Xing,2013,220000,80000,Petrol,Individual,Manual,First Owner,Hyundai
6905,Hyundai Xcent 1.1,2015,360000,120000,Diesel,Individual,Manual,First Owner,Hyundai
6906,Maruti Alto K10,2018,350000,40000,Petrol,Individual,Manual,First Owner,Maruti
6907,Hyundai Verna 1.6,2012,500000,70000,Diesel,Individual,Manual,First Owner,Hyundai
6908,Chevrolet Beat Diesel,2013,145000,90000,Diesel,Individual,Manual,Third Owner,Chevrolet
6909,Chevrolet Sail Hatchback,2014,300000,51000,Petrol,Individual,Manual,First Owner,Chevrolet
6910,Tata Indica Vista,2010,180000,87000,Diesel,Individual,Manual,First Owner,Tata
6911,Hyundai Accent GLE,2009,180000,87000,Petrol,Individual,Manual,Second Owner,Hyundai
6912,Mahindra Bolero GLX,2006,200000,120000,Diesel,Individual,Manual,Second Owner,Mahindra
6913,Maruti Swift Dzire,2013,530000,40000,Diesel,Individual,Manual,First Owner,Maruti
6914,Renault Duster 110PS,2014,620000,90000,Diesel,Individual,Manual,Second Owner,Renault
6915,Toyota Etios G,2015,360000,110000,Petrol,Individual,Manual,Third Owner,Toyota
6916,Hyundai Santro Xing,2010,245000,86000,Petrol,Individual,Manual,Second Owner,Hyundai
6917,Maruti Swift VDI,2009,370000,120000,Diesel,Individual,Manual,First Owner,Maruti
6918,Ford Ikon 1.6,2003,130000,80000,Petrol,Individual,Manual,Third Owner,Ford
6919,Maruti Esteem LX,1999,70000,65000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
6920,Maruti Esteem LX,1999,70000,70000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
6921,Ford Fiesta 1.5,2014,650000,140000,Diesel,Individual,Manual,Second Owner,Ford
6922,Maruti Swift VXI,2019,610000,18000,Petrol,Individual,Manual,First Owner,Maruti
6923,Maruti Alto K10,2015,300000,24000,Petrol,Individual,Manual,First Owner,Maruti
6924,Hyundai Grand i10,2014,425000,60000,Diesel,Individual,Manual,First Owner,Hyundai
6925,Hyundai Verna 1.6,2012,450000,150000,Diesel,Individual,Manual,Third Owner,Hyundai
6926,Hyundai Verna 1.6,2011,450000,108000,Diesel,Individual,Manual,First Owner,Hyundai
6927,Hyundai i10 Sportz,2011,340000,60000,Petrol,Individual,Automatic,Third Owner,Hyundai
6928,Maruti Ertiga LDI,2013,650000,90000,Diesel,Individual,Manual,First Owner,Maruti
6929,Tata Indigo CS,2009,160000,70000,Diesel,Individual,Manual,First Owner,Tata
6930,Tata Indica Vista,2014,250000,120000,Diesel,Individual,Manual,First Owner,Tata
6931,Chevrolet Beat Diesel,2012,225000,100000,Diesel,Individual,Manual,Third Owner,Chevrolet
6932,Tata Indica V2,2007,55000,75958,Diesel,Individual,Manual,Second Owner,Tata
6933,Maruti 800 AC,1996,42000,70000,Petrol,Individual,Manual,Third Owner,Maruti
6934,Tata Indica Vista,2012,250000,100000,Diesel,Individual,Manual,Second Owner,Tata
6935,Hyundai Tucson CRDi,2006,282000,128000,Diesel,Individual,Manual,Fourth & Above Owner,Hyundai
6936,Tata Indica V2,2007,80000,110000,Diesel,Individual,Manual,Third Owner,Tata
6937,Maruti Swift Dzire,2016,500000,40000,Petrol,Individual,Manual,First Owner,Maruti
6938,Ford Figo Aspire,2016,500000,70000,Diesel,Individual,Manual,First Owner,Ford
6939,Maruti Swift VDI,2011,400000,60000,Diesel,Individual,Manual,First Owner,Maruti
6940,Mahindra Bolero 2011-2019,2013,550000,90000,Diesel,Individual,Manual,First Owner,Mahindra
6941,Tata New Safari,2007,200000,70000,Diesel,Individual,Manual,Second Owner,Tata
6942,Hyundai i10 Sportz,2012,280000,65000,Petrol,Individual,Manual,First Owner,Hyundai
6943,Maruti Swift Dzire,2014,580000,88000,Diesel,Individual,Manual,First Owner,Maruti
6944,Tata Manza Aura,2009,100000,80000,Diesel,Individual,Manual,Third Owner,Tata
6945,Mahindra Scorpio EX,2014,550000,60000,Diesel,Individual,Manual,First Owner,Mahindra
6946,Mahindra TUV 300,2017,700000,38000,Diesel,Individual,Manual,First Owner,Mahindra
6947,Tata Manza Aqua,2010,150000,80000,Petrol,Individual,Manual,Third Owner,Tata
6948,Hyundai EON Magna,2014,190000,60000,Petrol,Individual,Manual,Second Owner,Hyundai
6949,Mahindra Bolero 2011-2019,2013,500000,110000,Diesel,Individual,Manual,First Owner,Mahindra
6950,Maruti Swift VDI,2017,640000,110000,Diesel,Individual,Manual,First Owner,Maruti
6951,Skoda Fabia 1.2L,2011,340000,145000,Diesel,Individual,Manual,First Owner,Skoda
6952,Hyundai Elite i20,2019,811000,43000,Diesel,Individual,Manual,First Owner,Hyundai
6953,Maruti Ritz LDi,2016,409999,120000,Diesel,Individual,Manual,First Owner,Maruti
6954,Maruti Swift Lxi,2007,220000,136000,Petrol,Individual,Manual,Second Owner,Maruti
6955,Tata Indica V2,2013,170000,120000,Diesel,Individual,Manual,Second Owner,Tata
6956,Hyundai Elite i20,2018,700000,25000,Petrol,Individual,Manual,First Owner,Hyundai
6957,Mahindra Scorpio S10,2015,950000,80000,Diesel,Individual,Manual,Second Owner,Mahindra
6958,Hyundai Accent GLS,2003,80000,40000,Petrol,Individual,Manual,Second Owner,Hyundai
6959,Jaguar XE 2016-2019,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,Jaguar
6960,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,Lexus
6961,Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,Jaguar
6962,Tata Safari Storme,2015,503000,110000,Diesel,Individual,Manual,First Owner,Tata
6963,Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,Volvo
6964,Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,Toyota
6965,Maruti Wagon R,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,Maruti
6966,Maruti Baleno Alpha,2018,740000,38817,Diesel,Dealer,Manual,First Owner,Maruti
6967,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,Honda
6968,Toyota Innova 2.5,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,Toyota
6969,Maruti Swift AMT,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,Maruti
6970,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,Toyota
6971,Maruti Swift AMT,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,Maruti
6972,Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,First Owner,Hyundai
6973,BMW X4 M,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,BMW
6974,BMW X4 M,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,BMW
6975,Honda Amaze V,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,Honda
6976,Skoda Rapid 1.6,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,Skoda
6977,Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,Volvo
6978,Maruti Swift Dzire,2014,420000,120000,Diesel,Individual,Manual,Second Owner,Maruti
6979,Maruti S-Cross 2017-2020,2018,899000,35000,Diesel,Individual,Manual,First Owner,Maruti
6980,Datsun GO T,2019,459999,35000,Petrol,Individual,Manual,First Owner,Datsun
6981,Hyundai Verna CRDi,2008,150000,120000,Diesel,Individual,Manual,Second Owner,Hyundai
6982,Renault KWID 1.0,2017,350000,25000,Petrol,Individual,Manual,First Owner,Renault
6983,Toyota Etios GD,2015,509999,100000,Diesel,Individual,Manual,Second Owner,Toyota
6984,Mahindra Bolero 2011-2019,2013,500000,120000,Diesel,Individual,Manual,Third Owner,Mahindra
6985,Tata Zest Revotron,2017,370000,35000,Petrol,Individual,Manual,First Owner,Tata
6986,Maruti Alto K10,2013,240000,44000,Petrol,Individual,Manual,Second Owner,Maruti
6987,Hyundai i20 Asta,2015,530000,100000,Diesel,Individual,Manual,Second Owner,Hyundai
6988,Mahindra Scorpio S10,2015,1000000,133000,Diesel,Individual,Manual,Second Owner,Mahindra
6989,Toyota Innova Crysta,2018,1600000,35000,Diesel,Individual,Manual,Second Owner,Toyota
6990,Hyundai i10 Sportz,2014,350000,64000,Petrol,Individual,Manual,First Owner,Hyundai
6991,Mahindra XUV500 AT,2015,1100000,70000,Diesel,Individual,Automatic,First Owner,Mahindra
6992,Hyundai i20 1.2,2011,220000,70000,Petrol,Individual,Manual,First Owner,Hyundai
6993,Hyundai Grand i10,2015,350000,100000,Petrol,Individual,Manual,First Owner,Hyundai
6994,Maruti Swift LDI,2013,370000,90000,Diesel,Individual,Manual,Second Owner,Maruti
6995,Maruti Swift Dzire,2014,220000,50000,Petrol,Individual,Manual,First Owner,Maruti
6996,Chevrolet Sail Hatchback,2013,200000,80000,Diesel,Individual,Manual,First Owner,Chevrolet
6997,Mahindra KUV 100,2017,400000,50000,Diesel,Individual,Manual,First Owner,Mahindra
6998,Fiat Grande Punto,2009,150000,55000,Petrol,Individual,Manual,First Owner,Fiat
6999,Toyota Innova Crysta,2020,1500000,40000,Petrol,Individual,Automatic,First Owner,Toyota
7000,Maruti Omni 5,2011,130000,70000,Petrol,Individual,Manual,Second Owner,Maruti
7001,Maruti Alto 800,2013,185000,80000,Petrol,Individual,Manual,Second Owner,Maruti
7002,Hyundai Santro Xing,2010,110000,80000,Petrol,Individual,Manual,Second Owner,Hyundai
7003,Mahindra Bolero 2011-2019,2012,450000,120000,Diesel,Individual,Manual,First Owner,Mahindra
7004,Hyundai Grand i10,2018,500000,20000,Petrol,Individual,Manual,Second Owner,Hyundai
